@attribute '0.189Feature112-0.189Feature75+0.179Feature46-0.17Feature106-0.159Feature72+0.158Feature34-0.153Feature39-0.152Feature42+0.15 Feature74+0.148Feature91-0.145Feature17+0.138Feature9+0.132Feature124-0.131Feature137+0.13 Feature161-0.13Feature59-0.126Feature163+0.126Feature135-0.126Feature151+0.125Feature25-0.124Feature111-0.122Feature148+0.122Feature83-0.12Feature15-0.119Feature33...' numeric
@attribute '-0.261Feature67+0.231Feature75+0.223Feature65-0.212Feature73-0.204Feature103-0.198Feature12+0.175Feature8+0.171Feature48+0.17 Feature74+0.168Feature49+0.159Feature40-0.138Feature108-0.135Feature20-0.134Feature66-0.129Feature90-0.129Feature146-0.125Feature111-0.124Feature106+0.122Feature81-0.118Feature120+0.115Feature1+0.114Feature159+0.111Feature2+0.108Feature55+0.108Feature107...' numeric
@attribute '-0.272Feature44-0.25Feature37+0.218Feature46+0.19 Feature47-0.183Feature40-0.18Feature103+0.168Feature69-0.163Feature1+0.16 Feature15-0.157Feature2-0.148Feature25+0.148Feature106+0.141Feature91-0.137Feature73-0.134Feature3-0.134Feature100-0.129Feature22+0.125Feature64-0.122Feature109-0.116Feature16-0.115Feature94-0.115Feature18-0.112Feature43+0.109Feature13+0.105Feature93...' numeric
@attribute '-0.226Feature114-0.211Feature23+0.204Feature49-0.18Feature69-0.171Feature38-0.149Feature105+0.144Feature43-0.142Feature95+0.141Feature93+0.134Feature15+0.133Feature2+0.129Feature156+0.129Feature130-0.126Feature17-0.125Feature12+0.122Feature155-0.121Feature27-0.119Feature101-0.116Feature73-0.114Feature117-0.112Feature3+0.111Feature77+0.11 Feature5+0.109Feature52-0.109Feature14...' numeric
@attribute '0.327Feature73-0.252Feature70+0.234Feature42+0.22 Feature1+0.216Feature43+0.206Feature2-0.191Feature40-0.172Feature71+0.168Feature74+0.16 Feature6+0.147Feature46-0.144Feature20-0.14Feature111+0.138Feature49-0.136Feature4+0.127Feature5-0.126Feature119+0.122Feature68-0.121Feature93-0.12Feature37-0.111Feature110-0.111Feature69-0.11Feature38+0.108Feature28-0.107Feature7...' numeric
@attribute '-0.272Feature69-0.19Feature47+0.183Feature40-0.183Feature66+0.177Feature64-0.166Feature46-0.165Feature70-0.157Feature1+0.154Feature74-0.147Feature2+0.142Feature10-0.141Feature90-0.139Feature26+0.138Feature3+0.124Feature14-0.123Feature130+0.123Feature91+0.121Feature43+0.117Feature65+0.117Feature92-0.116Feature21-0.116Feature39+0.11 Feature111+0.109Feature25-0.108Feature107...' numeric
@attribute '0.278Feature64+0.18 Feature48+0.174Feature2+0.173Feature95-0.173Feature6-0.171Feature63+0.164Feature1-0.163Feature14+0.158Feature68-0.158Feature8+0.156Feature17+0.155Feature41-0.152Feature39+0.151Feature104-0.15Feature105-0.148Feature29-0.147Feature66+0.136Feature74+0.132Feature67+0.131Feature13+0.131Feature9+0.123Feature7-0.121Feature92-0.114Feature107+0.113Feature38...' numeric
@attribute '-0.24Feature39-0.2Feature74+0.192Feature72-0.189Feature42-0.168Feature67+0.157Feature45+0.153Feature65-0.151Feature110+0.151Feature49+0.148Feature21-0.139Feature47-0.135Feature6-0.135Feature64-0.132Feature5+0.128Feature43+0.128Feature134+0.127Feature163-0.126Feature147+0.124Feature56+0.12 Feature44+0.12 Feature85-0.12Feature19+0.12 Feature104-0.119Feature15-0.118Feature150...' numeric
@attribute -0.311Feature71-0.295Feature63-0.273Feature38-0.248Feature5+0.226Feature69-0.22Feature37+0.211Feature75-0.211Feature10-0.186Feature6-0.175Feature47+0.157Feature44+0.145Feature25-0.124Feature68-0.122Feature3-0.117Feature107-0.116Feature64-0.116Feature16-0.108Feature90-0.1Feature134-0.099Feature36+0.099Feature164+0.098Feature86+0.097Feature101-0.095Feature94-0.092Feature4... numeric
@attribute Class {-1,1}

@data

4.647363,-2.727931,0.033172,2.886571,-0.860703,-0.616819,3.313507,0.835959,1.371308,1.964205,-0.700439,0.520742,-2.366737,-1.744167,-0.649318,2.363183,0.696201,0.382794,-0.692668,0.042043,-2.789809,-1.620402,1.535994,0.133546,-0.327765,1
-3.953106,-8.112434,5.293403,-2.69449,-3.105342,2.598535,-0.65194,1.662694,-0.313853,-1.050724,0.04468,0.28037,2.490928,-0.185477,-0.76232,-0.247131,0.645417,0.604003,-1.158589,-0.70759,-0.216328,-0.036904,-0.159057,-0.372132,-1.342737,1
-0.83489,-0.7088,-0.611127,-3.852545,0.634148,1.001094,-0.60271,-0.201541,-0.407073,0.352839,0.067376,0.535269,0.770828,-0.66431,0.046312,0.332442,-0.873989,-0.605528,-0.151136,-1.26973,-0.041134,0.499784,1.019379,-0.866526,-0.578612,1
-1.890668,4.924001,2.276683,2.417889,2.500563,-1.407947,-1.46785,-0.510685,0.467281,-0.43693,-0.328577,1.620342,0.350137,-1.407618,-2.745627,0.424768,0.246125,-0.75712,-0.00656,-1.348415,-2.542559,0.135571,-0.571563,0.481416,-0.799683,-1
3.513796,-1.366617,2.841951,1.756581,-2.07756,-1.617582,-0.226086,-1.466293,-2.322018,-0.934217,0.001362,-0.13787,-1.342202,0.914971,-1.000014,0.303207,-0.005547,-1.819811,1.197615,-1.783438,1.194057,1.98174,-0.25243,0.42104,2.322623,1
5.797293,-3.035504,3.359445,-2.675049,0.610643,0.707365,-2.199974,-0.773272,-0.858851,1.042158,-2.917227,2.265214,0.694533,1.788413,1.98511,-0.86518,0.062967,-0.622611,-0.028801,1.835796,-0.389715,0.153714,-1.461794,2.669676,-0.009809,1
5.916235,-4.681004,1.753441,0.028317,5.054344,0.503818,1.482207,-1.476942,4.938156,-3.417385,0.539203,-0.73905,-2.249123,-0.354126,0.390978,0.369401,-2.948012,0.331533,-0.716735,-1.795479,0.717739,1.665057,0.847959,0.822775,-0.677893,1
-5.139193,0.935991,-0.627197,0.438699,-0.651564,2.914716,-0.361742,1.205491,1.391964,0.060754,-0.777589,0.445507,0.794465,0.826966,0.842657,1.638441,-0.773283,-1.269661,-0.091008,0.729704,-1.275888,-1.497446,1.279133,-0.175604,-2.870832,1
6.119875,2.35468,-3.60739,-2.631149,-0.309391,2.541332,2.327561,1.417159,0.639958,-1.057479,-0.798913,-1.171732,-1.897891,-0.087617,0.893893,-0.403902,-1.137472,-0.417402,0.073634,0.06715,-1.072236,1.046457,1.798936,0.565034,-0.397486,1
5.365033,-9.306754,-3.216292,5.113,1.970931,-3.295753,2.247863,1.844482,-0.664724,-0.827443,6.254865,0.766148,0.836643,-1.179193,2.611345,-3.199397,1.705798,1.527315,2.582952,1.572867,0.793724,-0.665532,0.671338,-2.54679,0.236751,1
8.650671,-2.942198,2.511614,-3.251089,-2.067831,1.850022,-1.117217,1.239625,0.766005,0.418883,1.027318,2.429555,0.147751,0.647188,-1.94706,0.397685,0.272138,-1.368307,0.598189,0.824887,2.532282,-0.175722,1.982703,1.266976,-0.890438,1
9.176366,-4.940688,0.51622,4.609185,4.065841,1.76674,0.183154,2.423905,1.030535,-1.377264,0.351736,0.033575,0.53461,0.50237,-1.40753,-1.304214,2.103836,0.642422,-1.733963,-3.467865,0.336135,0.138677,0.678144,1.659345,-0.13773,1
3.404644,0.482621,1.037246,2.177248,-2.89138,0.471848,-0.858142,-1.072374,-2.891637,2.993917,-0.618456,-0.680338,0.711436,0.048007,1.570833,1.588182,0.091739,-0.088628,0.152704,-1.557793,0.019931,0.264694,-1.097131,0.367581,-1.005812,1
4.036423,4.21745,-2.091277,-5.193696,0.59077,3.544082,-2.494883,-1.179004,-2.405059,-1.908248,3.477602,-2.556082,-1.328983,-0.553117,0.692333,-1.651819,-0.871565,-1.358566,0.254847,1.296473,0.968392,-0.589611,-0.876887,-0.410807,0.243361,1
8.608806,6.797032,-0.734633,-4.366161,1.396796,0.759474,0.724876,-1.452093,-2.430128,0.005953,0.643708,-1.053074,-0.37066,0.396738,0.689494,-2.883777,-1.130871,0.133983,0.307615,-0.357345,-0.752038,-0.873424,-0.012752,-1.328951,-0.99411,-1
-8.129861,1.368114,4.783472,3.055519,0.745813,-1.681517,0.152963,2.006933,1.398791,-1.747464,3.255109,1.731212,-0.043454,0.326668,-0.410074,-0.290361,-1.019536,0.947027,2.608068,-1.636214,-0.615919,0.841218,-1.319012,2.079202,0.517177,-1
3.73396,-3.009994,0.86816,0.314223,-1.780015,-0.685497,0.08456,-1.133339,0.607387,-0.089459,-0.697757,0.038015,0.199333,-0.947842,-1.237511,2.650251,-0.41525,-1.444188,-1.239222,-1.300549,-0.817616,-1.027961,-1.91497,-0.849341,1.020593,1
-1.736995,3.385676,-4.155767,-3.551256,-0.061019,-2.41057,-0.683544,-0.41178,-0.405069,2.024874,1.076897,0.367114,-0.17838,0.7834,1.117265,0.444862,-0.991804,1.244401,-1.041255,-1.925114,-0.627908,0.172088,1.073223,1.676794,-0.371456,-1
2.254861,2.880112,-2.437144,-1.583889,-2.271472,-1.325326,0.155796,-1.337628,-1.495111,-0.038703,0.399597,-0.40443,0.022366,0.090778,0.746352,0.802668,0.912232,0.802191,-0.890965,1.338293,0.697281,0.743045,0.728111,-0.538248,-0.399708,-1
0.127995,0.464081,-0.925595,2.064066,-0.603258,-0.755095,0.47777,0.940062,1.875489,-0.216953,0.474645,-0.950302,-0.005435,1.198516,0.049309,1.644688,-0.7258,1.110423,0.557986,-0.866071,1.797167,1.102762,-0.856862,-1.067672,1.993478,-1
-3.150596,-0.411497,-4.729857,-0.415248,0.632091,0.205816,-1.211548,-0.739888,-0.351664,0.217326,-1.869525,1.8406,-0.05988,-1.157201,1.340041,-0.166921,0.490695,-3.936744,-1.243719,1.331734,1.806153,-0.116145,-0.801287,1.024319,-1.058865,-1
-11.451121,0.476002,1.573552,-1.578003,-3.671329,3.168447,0.185696,2.076277,-2.145985,0.119529,-0.001996,-0.69055,0.707724,-3.200609,1.976393,-0.628334,-0.526215,-0.070493,0.242224,-0.063331,-0.06235,-0.591981,0.406857,-0.565773,-0.210504,-1
-1.605683,2.013282,2.446898,-6.016867,-0.587665,1.58485,-1.467904,1.771389,-1.443899,0.827538,-1.045824,1.130731,-0.976008,-0.559378,0.96431,1.232617,-1.288399,-0.343871,0.311774,-0.576241,0.431403,-1.599103,0.038583,-0.91888,0.554789,-1
1.429653,0.064133,-2.872209,1.436746,0.771904,2.936338,-0.411328,0.135739,-0.401282,0.300557,-0.507872,-1.863155,1.505142,1.532246,0.187825,1.408204,-0.026791,-1.257761,-0.368988,-0.601594,-2.195249,-0.690065,-1.013893,0.688711,0.844973,1
-9.753237,0.049713,-1.474653,2.070519,-1.737042,1.966161,0.443771,-2.459288,1.463939,3.272196,0.850414,-0.699314,-0.010039,0.243453,1.554317,2.10094,-2.120182,2.853998,-0.160722,0.980837,0.331466,-1.794985,1.261792,-0.372061,-1.61257,-1
-9.279077,-6.539925,-4.193776,-3.376445,2.564727,1.504658,2.297921,-0.490511,-2.417009,-0.794258,-0.555307,2.028955,0.865938,0.095556,-1.193384,0.90845,1.854215,-1.060665,0.430233,0.330144,0.292193,-0.323151,1.438011,-0.886769,0.968993,-1
9.330801,0.447733,5.406823,3.155415,3.389516,4.962625,-3.043792,0.762589,0.688937,0.985017,-0.142277,1.55179,1.421744,-1.855355,0.391123,-1.087226,-1.063319,-0.766401,-0.253519,0.072267,1.12286,0.282312,0.044406,-0.199359,0.419494,1
-12.737568,1.526401,3.300818,0.94153,0.705554,-6.591699,0.865985,2.752511,3.831062,1.878074,0.431448,-2.104618,0.807651,-1.845646,0.886403,-2.096095,-1.920554,1.960287,0.445506,0.249967,-1.872525,-1.553066,-0.112272,1.884501,0.023497,-1
3.652622,0.309399,-1.599389,1.799758,-2.585772,-2.881235,-2.672292,1.080386,2.473583,1.503065,1.747301,-0.405806,-0.484681,1.78301,-0.643156,-0.207509,0.711578,-2.213986,-1.289573,-1.898538,0.484138,0.578166,0.507271,0.571379,0.159553,-1
-11.164005,-1.006481,-5.234983,-1.34733,3.743364,-1.183866,-2.588501,1.555861,-2.12007,-0.986461,-2.318315,-0.479381,-1.811622,-0.187968,1.011103,0.143857,-1.128515,0.329377,1.26582,0.510271,1.961389,0.502507,-0.159269,1.944571,-0.850685,-1
-4.472751,1.018613,0.781033,-2.916873,-1.952143,-1.748908,0.065345,0.343316,-0.701551,0.68457,0.092868,-0.397145,1.475389,0.367633,-1.292607,1.825685,0.343769,0.875011,-1.102309,1.596538,-0.372792,-0.56503,-0.399291,0.4594,0.975052,1
4.755949,-2.189045,8.394209,1.096597,1.953738,0.270458,1.862995,3.125014,-1.536017,1.202056,-1.569481,-0.340104,1.650964,-1.893772,0.644492,1.861806,-0.749448,-2.185975,2.107291,-0.163468,0.292615,-1.073607,-0.024587,-1.42231,1.776805,1
-8.765555,-2.762923,-1.488952,-4.714015,2.52998,-2.423733,4.023284,-0.182322,-0.747626,1.349807,0.284546,0.679034,-3.416687,1.438318,-2.309519,0.03116,1.89729,-0.974345,-1.221695,0.441072,-2.788506,0.213914,0.720988,3.039722,0.2598,-1
-18.638068,-6.672324,-7.865719,1.298053,2.806689,-6.916907,-1.44251,5.367265,-0.366023,-1.67189,-0.086669,1.700163,5.365209,-0.013185,-1.042521,-2.247901,-6.663591,0.056783,-2.365834,0.754199,-0.98264,1.216209,-1.529105,-1.017137,1.084522,-1
8.548398,-3.789894,-7.036435,8.213711,-0.827057,-1.06172,-7.297734,2.667706,-3.074925,-3.783125,-0.026545,-1.947213,-1.631102,2.42793,-4.922032,1.888548,-3.047245,0.945397,-0.883386,0.670855,-1.534201,0.115941,1.599519,1.626333,1.640908,1
-10.048586,3.86218,-0.95353,-1.840678,2.695565,-2.982771,-1.8214,0.317204,1.259633,1.030267,2.054032,0.976608,-1.568961,0.008616,-2.463789,1.480918,1.618718,0.37518,0.570896,1.701504,-0.442389,-0.239057,-0.731211,1.769451,0.558782,-1
12.559718,-1.408803,0.794204,-0.728511,0.518335,0.068656,1.507951,4.714066,0.055426,5.796927,2.454429,-0.228839,1.856764,1.889293,0.166097,0.945042,-3.291798,0.297821,0.616121,3.065144,0.838616,0.152178,2.139906,2.274962,-0.749998,1
1.761509,4.932238,-1.721522,1.297707,-1.229208,-1.088869,1.084136,-1.592348,-1.597156,-1.103707,-0.646305,-0.987069,-1.364881,-0.295087,1.835272,-0.063637,1.124206,1.429222,0.522487,0.112088,1.133387,1.212705,-1.029011,-1.743591,-1.852809,-1
-8.763904,2.686205,-0.392281,2.884203,-0.691545,-2.454519,0.063812,1.695898,2.457032,-0.265312,1.682854,-1.38794,-0.27379,0.108844,-0.399704,0.78122,-0.638779,1.515297,0.149881,-0.146636,-0.696825,0.128184,-0.1727,0.697649,-0.353074,-1
-4.176563,0.328515,-0.63248,2.588837,4.182408,0.910384,-1.683251,-2.443439,-1.232203,-1.860222,3.675022,-3.234694,-0.185764,-1.645291,-0.466968,0.354694,0.048563,0.965851,-0.097882,0.964357,-0.765504,0.60215,-0.037673,0.069359,1.521477,1
13.821614,3.399135,1.79733,0.745345,1.792048,-3.131879,-1.645772,0.30753,-0.803303,0.703071,-1.30642,-0.837846,1.945998,0.585935,-0.209488,1.815411,1.827117,-0.940099,1.661766,2.435937,-2.249138,0.418317,1.129724,0.357546,-0.222655,1
1.947228,5.678876,1.605521,3.632623,0.587804,0.681071,-2.362737,-0.708943,0.137913,-1.550461,0.24312,-1.075756,-1.032089,-0.512286,0.73917,0.033827,-0.035445,-1.47476,0.610741,-0.367044,2.178618,0.847728,-0.213333,-0.121579,-1.095996,1
-4.685093,-0.686248,3.952858,-4.851245,-3.259911,-3.558521,-0.924178,0.215213,-0.007249,-0.70564,0.110444,1.181753,0.610412,0.397746,-0.302374,1.401217,0.918684,0.726499,1.397011,1.07769,1.548047,-0.492086,-2.007023,0.633778,-0.178705,-1
4.155675,-3.956621,3.176063,0.087095,2.984559,1.752923,-6.357698,0.371139,-2.001791,1.046286,-1.70378,-0.031743,-0.547398,-1.755498,-1.01981,-2.518655,-1.98447,-2.284896,-0.407539,1.774812,0.634673,3.342086,-0.65363,0.476803,0.05246,1
2.438249,0.03935,-2.166053,-1.937715,-1.75043,1.706885,-0.147447,2.047626,-0.313253,1.628255,1.235862,0.832749,2.020621,0.032703,0.400825,0.062725,-0.137836,-2.371492,-1.201077,0.458136,-0.018001,-1.828974,0.434042,0.44566,0.277559,-1
-1.970716,3.975144,-1.760044,0.502479,-2.586405,0.297224,1.086118,-1.986402,-0.166406,-0.440139,-0.064502,-0.057255,-0.172704,1.857182,1.707284,0.709664,-0.778773,-0.544058,0.817623,-0.224049,0.379842,-0.089791,-0.692499,0.731105,0.043746,-1
-4.511314,-0.451528,-1.755209,-3.526912,0.511163,2.832645,1.543734,-1.744808,-1.148217,0.477221,-0.619532,-0.281954,0.61187,-0.951412,-1.108161,-0.076825,1.092825,0.627175,-1.968587,-0.995065,2.077425,0.029078,2.750519,0.089442,-0.359112,1
0.414615,-1.29213,-2.343051,0.227975,-0.124581,-0.389394,1.297963,0.589256,2.351592,0.418924,-0.867238,-2.492629,0.064358,-2.070715,-0.362659,-0.507285,4.18198,2.890853,1.773206,-0.77946,0.223973,0.528897,-0.588949,0.237325,-0.901903,1
2.158619,-5.965205,2.369083,-1.686767,0.005064,-0.808948,-3.232191,-1.791457,-0.337101,-1.672074,4.654451,-3.967034,0.787662,1.064833,2.674849,-0.585922,-1.973112,-0.376864,-0.57551,0.626355,-0.376228,0.400059,1.287815,-0.384033,-0.162275,1
-7.166277,-2.611158,-2.823466,-1.963954,-0.412711,0.882959,0.265431,-0.755227,3.693345,-0.316671,0.177532,-0.529248,1.532393,-0.040814,2.84304,0.678268,0.26485,2.659001,1.157605,-2.104543,1.089065,-1.346262,1.661009,-3.062067,0.926947,-1
-9.322584,-1.550323,3.127471,-3.483816,-4.552445,-0.26315,0.047641,-0.581251,-2.694732,-1.409292,0.04811,0.362651,0.842443,1.431818,0.008111,1.039606,0.134057,-0.269287,0.733469,0.499624,-0.693072,0.03437,-1.903376,0.295569,-0.571645,-1
-11.307461,-1.204243,2.937108,-5.023456,-3.0663,-0.526571,1.869291,-0.609483,1.934136,1.114239,-0.38528,1.413168,-1.796504,-0.480139,0.290866,-0.816972,0.794647,-0.425942,1.774643,1.724735,-1.807466,1.389594,-0.791148,0.508545,0.98351,-1
-11.1266,2.560052,-0.023894,3.462021,3.190847,0.212076,-0.4213,0.45446,-0.638395,2.874185,-0.818728,1.316198,-2.457055,0.399894,-0.011399,-0.584788,2.892135,-3.000256,1.94214,-2.819689,-2.120776,2.325005,2.719014,-0.980664,-3.584753,-1
7.50063,-0.80393,3.683728,1.200917,0.771984,-0.752258,0.753508,0.553268,-0.720754,2.212056,-0.954553,0.582872,-3.185974,1.682881,-1.440795,-1.897767,-0.39314,1.937033,0.286032,0.423083,-0.912202,-2.055728,0.852965,-0.61775,1.363624,1
8.175998,3.902856,-1.599216,-4.107631,5.609117,-1.262178,-0.652296,1.095158,-2.414167,0.953591,1.502869,2.453888,-0.565606,-0.945092,1.809006,-1.501762,0.229104,-1.494607,1.299361,-0.949544,2.809304,1.509222,2.082851,-0.217298,1.346665,-1
-11.67222,-4.672688,-3.337995,-3.096581,1.934409,-1.026958,-3.49533,-0.617422,4.395437,-2.02094,1.131866,-4.741175,-3.947622,-2.905568,1.122101,-0.26467,4.076155,-0.710924,-1.919353,2.424425,2.492863,0.129837,-2.063155,2.077798,0.431993,-1
0.963175,-3.581626,0.844457,-3.685608,0.525826,-0.08075,1.354084,1.970898,1.490341,2.084515,-0.86348,1.363124,-2.040951,2.350564,1.852593,-0.517994,0.990029,0.498071,0.865195,0.000601,1.098935,-1.712998,1.443088,0.417567,0.563617,1
-5.795635,3.179284,-0.219351,1.742631,-5.037543,0.37067,-1.642567,1.14066,-0.462817,-0.446375,-0.262745,-0.551421,0.665164,0.516474,0.640523,3.028317,-1.051791,-0.666022,-0.531611,-2.263204,0.030653,0.984944,1.082828,1.559583,0.150252,1
-1.318534,2.69383,-0.129596,1.724053,0.771165,-4.307281,1.589332,0.351177,-0.650445,0.746246,-2.605181,0.622387,0.13905,1.036788,-0.596192,0.235224,0.517784,-1.618022,-1.481607,0.215048,-0.770645,-1.006988,-0.631821,-1.419007,-2.509766,1
-5.544303,-1.007076,-1.045279,0.266393,3.029452,-0.350586,-3.778758,-0.879422,-0.403891,1.361235,-0.339475,0.56252,-1.215899,-1.818676,0.437814,-1.503989,-0.934963,-0.706524,-1.533033,-0.510836,-0.480683,-0.184963,0.409768,1.951037,0.200367,-1
-3.637749,-1.7002,-2.984713,1.363769,3.353579,3.048333,5.041003,1.366403,2.022958,-3.342598,-0.119913,2.446915,1.20757,0.856628,-2.287889,-0.646071,1.080014,-0.269426,-1.160335,0.490723,0.945686,1.195459,0.003106,-0.701584,0.513384,1
-7.923739,-2.190611,1.445588,0.512799,-0.852347,2.23648,1.100115,-0.943428,0.743654,-0.143483,-2.196826,0.690744,0.152649,-4.08366,0.782699,-0.785288,-1.191098,-1.479756,1.141162,-1.319078,0.633389,-2.453473,1.162628,1.110841,-0.02666,1
0.52319,-2.612329,4.363831,2.579783,-0.48798,-0.143005,1.390121,1.324069,-0.552132,-0.400877,0.181879,-1.038613,-0.37691,0.154183,-0.995827,0.046709,0.625243,1.79643,1.26747,-0.12653,0.815862,0.636667,-0.816202,-1.132279,0.030412,1
6.311733,-3.011536,-0.789975,-3.54033,-1.120465,-0.101671,0.513618,2.96124,-1.101958,0.685825,-0.20138,1.388714,-1.369105,-0.576459,1.888938,0.710323,-2.235026,0.210054,-1.198519,0.09837,0.130605,-0.886568,-0.998792,0.479236,-2.267806,-1
-12.902534,3.014752,0.554991,2.82264,-4.473733,3.136995,-0.800067,3.674854,-2.021341,-0.822653,1.578508,0.030912,2.153462,-0.8135,-0.947723,1.371988,0.769489,-1.413605,-0.928496,-0.747856,-0.94018,0.724093,0.630632,0.354695,0.084962,-1
-9.354142,-1.140518,0.958772,-2.502454,-3.216486,1.725114,-1.766263,1.561098,-1.482566,-0.45087,2.499595,0.494397,-0.898569,0.127414,1.341548,-0.283288,0.334759,-1.358547,1.177472,-1.28949,1.437114,1.770385,1.663488,-0.938051,0.16945,-1
10.965592,2.724215,-1.00785,-1.993601,-1.122429,1.710301,-0.040774,0.907887,-0.356484,-0.613863,-1.418963,-0.726283,0.168416,1.914788,-0.886356,0.489152,-2.43679,-0.924011,0.230631,0.186901,1.730467,-1.261514,1.127406,1.315845,0.515347,1
-4.192635,0.870376,1.569448,0.823461,0.038156,-0.605263,0.659988,1.290398,1.785647,0.462065,1.119458,0.905972,0.602084,-0.931472,0.67589,1.088515,0.134886,1.418432,0.25203,0.976673,-0.59528,-1.340445,0.749615,0.071563,2.137926,-1
12.805212,-2.919562,-3.398319,1.748787,-1.441637,-2.127855,-5.312599,-1.190375,3.492683,-7.545084,-2.233209,2.236847,-1.836757,-2.654438,-1.303792,-0.790771,-1.780732,1.725725,1.575429,-1.186138,-0.02842,0.045141,2.920222,-2.112814,1.681127,1
3.208989,-3.028119,3.282007,1.5325,-3.767776,-0.219667,0.087834,1.56007,-1.95524,-2.823661,-0.513566,2.393169,-0.2861,-2.773581,1.658461,0.348244,-0.006588,2.114324,-2.122321,-0.212854,0.859526,1.297249,0.859719,0.893129,0.335713,1
-4.451936,0.967513,1.003876,-3.500125,4.968968,1.166155,-3.867025,1.221413,0.263648,-2.616341,-0.903671,1.80527,1.593584,1.341084,2.318948,0.599474,1.912607,2.935383,-1.265236,-1.717614,0.169522,-2.015653,-1.249491,-3.633558,0.237557,-1
4.719313,1.520591,2.347486,-2.288439,-0.733621,1.743758,-1.198492,0.424269,-0.88805,0.23424,3.470238,0.200956,-0.049487,-1.083069,-2.031027,-0.84908,1.523739,-1.947404,-1.523311,1.200885,0.703625,-1.365267,1.011911,-0.851019,-0.437236,1
3.915192,-0.928552,0.506136,-2.428471,-0.797245,-2.768601,-2.22648,-2.433551,0.134518,1.423657,1.312812,-0.153737,-0.278839,-0.841638,-0.448338,-1.422742,0.015533,1.074556,1.160636,-0.580318,-0.480144,-0.474861,1.025778,-0.096218,-1.152599,1
5.722073,4.035857,-2.323202,0.126329,-0.389906,0.536183,-0.005825,-1.456673,0.137172,-1.063841,-2.176052,2.938749,2.188133,-0.577643,-0.66172,-2.305372,-0.275293,-0.516846,1.618658,1.850831,0.203235,-0.797683,0.287231,0.776395,1.086365,1
