@attribute '-0.24Feature73+0.227Feature48+0.183Feature49+0.175Feature110-0.168Feature90+0.165Feature113-0.165Feature12-0.162Feature44+0.158Feature75-0.15Feature20+0.147Feature156+0.147Feature19+0.145Feature40-0.142Feature117-0.141Feature9+0.141Feature26+0.136Feature22+0.136Feature4+0.134Feature104+0.131Feature78+0.12 Feature3-0.117Feature1-0.117Feature2+0.116Feature52-0.114Feature111...' numeric
@attribute -0.266Feature4-0.26Feature3+0.254Feature9-0.242Feature37+0.212Feature46-0.189Feature23+0.189Feature64+0.178Feature91-0.17Feature39-0.167Feature114+0.165Feature45+0.159Feature13-0.158Feature12+0.153Feature104+0.146Feature71-0.122Feature90-0.12Feature103-0.114Feature38-0.105Feature101+0.104Feature119-0.103Feature28-0.099Feature75+0.095Feature72+0.094Feature67-0.093Feature142... numeric
@attribute '-0.248Feature8-0.246Feature14-0.228Feature105-0.222Feature92-0.189Feature39-0.183Feature75+0.158Feature26+0.156Feature120-0.152Feature46+0.151Feature66-0.147Feature55+0.146Feature12-0.145Feature133-0.139Feature159+0.137Feature22+0.131Feature146+0.13 Feature73-0.13Feature81+0.129Feature103+0.121Feature43-0.12Feature29-0.118Feature107+0.117Feature90+0.112Feature104+0.11 Feature100...' numeric
@attribute '-0.247Feature5+0.244Feature64-0.239Feature44-0.198Feature63-0.191Feature37+0.157Feature7+0.157Feature69+0.151Feature106+0.141Feature17+0.139Feature23-0.137Feature73+0.137Feature15+0.137Feature158-0.132Feature66+0.13 Feature54+0.128Feature132+0.127Feature80+0.125Feature101-0.124Feature119+0.121Feature95+0.12 Feature108+0.119Feature143-0.114Feature156-0.112Feature6+0.11 Feature75...' numeric
@attribute '-0.249Feature21+0.246Feature106+0.234Feature67+0.197Feature37-0.19Feature114+0.188Feature64+0.184Feature28-0.181Feature112+0.164Feature5+0.155Feature15+0.154Feature111+0.153Feature7+0.15 Feature20-0.147Feature22+0.142Feature6-0.134Feature113-0.132Feature75-0.131Feature69+0.131Feature40-0.128Feature44+0.127Feature39-0.126Feature74-0.126Feature23+0.111Feature48-0.108Feature99...' numeric
@attribute '0.234Feature1+0.232Feature2+0.229Feature43-0.214Feature71-0.207Feature4+0.196Feature49+0.187Feature65+0.175Feature73+0.161Feature28-0.154Feature19+0.15 Feature74-0.147Feature90+0.141Feature40-0.134Feature97-0.128Feature110+0.124Feature44-0.123Feature12-0.121Feature67+0.115Feature104-0.114Feature30-0.113Feature155-0.108Feature93-0.103Feature46-0.103Feature119+0.098Feature158...' numeric
@attribute '-0.276Feature46+0.248Feature43-0.232Feature69+0.23 Feature44+0.214Feature10-0.212Feature47-0.199Feature26-0.187Feature1-0.184Feature45-0.177Feature2+0.169Feature49-0.15Feature74+0.148Feature63-0.138Feature73-0.125Feature142+0.12 Feature92+0.119Feature66-0.119Feature27-0.114Feature70+0.114Feature155+0.112Feature77-0.112Feature5+0.11 Feature75-0.106Feature41+0.106Feature111...' numeric
@attribute '0.289Feature42-0.287Feature40-0.197Feature70+0.19 Feature41-0.184Feature46-0.177Feature45-0.17Feature65+0.169Feature1-0.168Feature69+0.164Feature5+0.164Feature35+0.162Feature64+0.157Feature113+0.149Feature74-0.146Feature44-0.142Feature109+0.135Feature2+0.131Feature67-0.123Feature8+0.122Feature75-0.11Feature11-0.108Feature89+0.107Feature114+0.106Feature71-0.104Feature20...' numeric
@attribute '0.304Feature72-0.3Feature67-0.245Feature74+0.234Feature43-0.174Feature70-0.163Feature161+0.15 Feature107-0.148Feature68-0.147Feature83+0.146Feature46-0.144Feature20+0.132Feature16+0.129Feature122+0.128Feature148-0.122Feature66-0.119Feature98-0.118Feature57-0.117Feature40+0.114Feature134+0.112Feature63+0.11 Feature45-0.11Feature42-0.108Feature10+0.107Feature56-0.103Feature91...' numeric
@attribute Class {-1,1}

@data

-0.904433,5.368305,-1.439851,2.402522,-0.208261,-1.465781,-1.395589,1.752297,0.466023,-0.142186,0.667593,0.115497,-1.121393,0.826915,0.238495,0.45417,0.150106,0.091257,-2.96563,0.263779,0.017435,0.65063,-0.670333,-0.407753,1.169235,-1
-6.231565,1.849685,8.493637,-0.28346,5.119052,5.304293,2.253702,-1.530229,-0.824585,0.235497,1.815205,-2.248519,-0.242538,-0.156934,1.255723,-0.745026,-0.998473,2.061655,-0.222683,-1.159425,-1.565549,-0.864273,0.728696,0.380741,-1.480465,-1
-0.324582,-0.303591,0.144004,1.723575,-2.880229,2.529898,-3.602498,1.533496,1.043246,0.77862,0.221419,0.770671,-1.833691,-0.276916,0.335195,-1.059021,0.923228,-0.514113,0.937816,-0.74948,0.414061,1.427259,-1.249349,-0.290957,-0.192815,-1
-8.212159,-1.377619,0.544834,-6.299697,-0.531111,-1.97939,-0.573476,0.551471,-0.66452,1.36416,0.93071,0.920253,-0.272919,0.449254,-0.128693,0.147957,0.215225,1.342384,0.802965,0.526829,1.305021,1.698605,-0.391045,-2.032956,1.21566,1
3.050407,5.272294,-0.398658,0.68185,0.279383,-1.315554,1.626794,0.257484,3.010575,-0.990779,0.061996,-0.37416,2.702167,-1.40413,-2.149942,-2.511461,-0.948918,-1.405772,-0.269382,-1.555086,0.415157,1.375119,-0.421813,2.124536,-1.061005,-1
1.996888,-0.907307,0.467388,1.661321,-3.545679,-1.567205,0.607481,-4.654356,1.73225,-0.916565,0.415355,1.268361,-2.194216,-0.892506,-0.542203,-0.219925,2.525964,-0.156428,1.090852,0.406384,0.99346,1.315326,-0.157919,0.392253,0.424032,1
-1.782493,0.744588,1.724659,1.417248,-3.019707,1.79658,0.036159,0.068514,-0.461899,0.470128,1.310259,-1.245555,0.58167,1.257067,-0.402134,1.441771,1.835893,-1.022511,0.169508,-0.022027,-0.156055,-0.231377,-0.156371,-0.178353,0.747759,-1
0.50648,3.891563,-0.468031,2.385005,-0.647547,-0.303511,-1.53497,2.725064,-1.061496,-0.280115,0.207948,-1.710068,-1.042642,-0.381065,0.24633,2.4854,1.630766,-1.566998,-1.368862,1.131671,-1.884553,0.328,-0.001318,0.053368,1.034204,-1
-1.46112,0.735668,-0.486483,-1.0207,-3.499886,0.195592,0.437367,-3.093871,1.810883,0.381146,-0.288433,1.704182,-0.801944,1.135405,0.466329,0.700195,2.656176,-1.418325,-0.850333,-0.807654,-1.481859,-1.268664,-0.496229,1.225324,-0.252484,-1
-4.30673,0.359877,-1.633147,2.590011,1.515399,-0.258323,1.316862,2.097249,-1.03502,1.140422,0.035739,-2.103174,-0.63489,0.136638,0.008001,0.966718,0.181888,-0.866117,-0.322133,0.060772,0.41272,0.872895,-0.123497,-0.387347,-0.227754,-1
-8.845998,-6.893286,-3.44553,4.810975,0.759215,-1.799311,-3.055654,1.787342,-0.982712,0.70693,0.525462,1.29704,-0.814029,0.897844,0.281446,1.759199,0.160801,1.03192,-0.045645,0.320448,-0.363138,0.31068,-0.940461,0.928769,-1.268826,-1
3.640987,-2.918553,-2.236857,-2.641104,-3.21366,-1.762976,2.967169,-3.227716,4.180097,-1.34447,0.062911,-2.589068,2.297981,-3.091568,1.682109,0.131728,-0.940357,0.837074,2.54896,2.039607,-1.251871,0.041041,-0.050575,1.528382,-0.696665,1
0.070867,0.925919,-1.625206,1.048166,-1.433519,2.801469,-0.041053,0.82754,0.381256,-1.035115,0.105774,1.916555,0.289772,0.158143,-0.889875,3.906998,0.537826,0.761829,-0.12866,0.41608,-0.407542,-0.001332,1.654771,0.228708,-1.967288,-1
7.317431,-0.311127,3.348694,-1.126163,1.538949,0.569281,-0.032025,-0.43683,-0.883395,-1.816159,1.04662,0.219184,1.52976,3.176665,-1.082072,-2.178701,0.853748,0.850483,0.099051,2.483283,-0.43353,-0.854262,-1.94264,0.786119,0.756747,1
0.507559,-1.591525,-2.150657,-1.231704,-2.708751,-1.600351,-0.10388,-0.040172,-1.488599,-0.739204,-0.818107,-1.252137,1.28439,0.446292,0.774018,0.553305,0.03485,-0.464805,-0.184602,-1.491429,-0.170312,-1.39913,-0.294697,0.727225,0.464451,1
-9.604824,0.07408,-2.23767,4.014822,0.897342,2.161158,3.306908,3.79249,-1.795458,-3.234819,-3.240776,2.022709,-1.461542,1.141808,-1.236637,-3.295898,-0.518349,0.156914,0.465516,2.379375,0.383269,1.424763,2.045647,-0.77313,-0.929566,-1
-3.338587,4.954849,-0.804445,-4.81242,-1.482457,-3.966994,0.641294,-0.122956,-0.577096,0.519106,0.225411,-0.713556,-0.87462,3.335427,1.040602,0.118756,0.077069,-0.981687,-0.073666,-0.540377,0.094754,1.179601,0.480224,1.024138,-0.212668,1
13.364081,3.658351,1.690832,0.236129,1.380414,3.030896,1.316308,1.705651,-0.122702,-1.382254,0.317154,-0.750713,1.206048,-1.053453,-0.04656,1.724562,1.713132,2.290721,2.111181,-0.448468,0.081113,-1.539889,0.852977,-1.768908,-2.737935,1
-4.049378,1.261892,-0.355501,-5.457389,-0.327304,0.14505,-2.988505,0.272415,0.179806,2.576865,-1.840815,2.92284,-0.50572,2.626867,1.905311,-2.036228,0.081442,-2.419948,-2.191323,-0.185165,1.226413,-0.217011,-0.596972,1.914378,-0.327737,1
9.070244,-4.920182,-0.696471,-2.478459,6.045281,-1.459261,0.458388,-1.842544,-1.533372,0.960596,-0.024746,0.063938,0.204824,1.204808,1.881637,-0.119302,-1.858564,-0.172722,-0.831552,-0.397488,-2.370073,0.93408,-0.979995,-1.418167,-0.757872,1
-8.743261,-3.885375,-1.562377,1.424998,-2.336718,1.967579,-2.974148,0.13242,2.57005,-0.975789,-3.245603,1.367723,0.715263,-0.584937,2.459625,-3.323886,2.088242,3.164846,-1.120356,2.776563,1.030126,-0.491161,-2.242706,-2.20324,1.107772,-1
7.436251,4.923738,-0.709447,2.598218,-1.059154,-0.873978,-0.846896,1.749121,-1.9391,2.137513,0.75928,-2.344172,1.472958,2.130454,0.841559,-0.281238,1.383296,0.936483,0.168222,-0.181116,1.274691,-1.537233,1.318826,0.003975,-0.990011,1
5.612535,-8.45428,2.6711,0.317813,-3.642885,0.801214,0.442136,-0.896631,0.449099,-3.712404,-0.715888,-1.364727,-0.086361,1.471399,0.365234,-0.515575,1.035746,0.126457,-2.437783,-2.375262,-0.469507,3.695965,0.497402,-1.974106,0.422969,1
5.288627,-9.055746,-5.001344,-2.967011,4.131867,4.040344,-2.598219,-2.781512,-1.013551,3.208301,3.870457,0.150294,-0.019935,-3.233068,-2.693655,-1.790659,-1.117012,0.924596,-3.123576,1.389063,0.968344,-1.159969,-0.755621,0.799675,-0.404562,1
-0.268355,1.73689,-0.122368,3.042117,2.327866,-1.412387,0.325145,0.490124,-0.89619,0.276448,1.221574,-0.649369,-1.242641,0.220339,-0.042704,-0.289939,0.314472,-0.917116,-0.49483,0.731485,1.405752,2.547269,-0.613633,0.815619,-1.016645,-1
5.391309,-1.83347,0.738031,-3.464482,-4.479748,0.228158,-0.794923,1.808495,-3.9887,0.349911,-0.804076,0.023563,0.195989,-1.80957,-2.39083,-1.736156,-0.674669,1.472917,-1.308479,0.387273,-2.216971,1.544708,-0.790671,-0.554225,-2.411534,1
0.956001,-1.364823,-3.845996,-1.081502,4.086747,-3.1106,-5.09394,-0.2703,-0.875683,1.390452,0.775239,2.800795,-0.438893,-2.150629,1.63039,0.918333,1.910276,2.867356,-0.676905,-2.053268,-0.495847,1.103192,1.890195,0.668779,0.47349,1
1.05504,1.391267,-2.958634,-1.709245,-1.577258,0.226346,-1.374325,-1.37994,-0.510617,0.054861,-0.244851,0.150725,-0.585774,0.593608,0.944411,1.12086,0.002289,-1.302673,-0.359021,0.504707,0.337057,-0.565561,0.262613,-0.62661,-0.055076,1
-2.567507,0.303163,4.989019,-2.179003,1.488806,1.44881,0.024586,-2.698764,0.016877,-1.858093,1.274742,1.684408,2.214388,0.801715,-1.103545,1.315403,-2.678558,2.111142,1.022742,0.757889,0.806083,1.365734,2.429196,-0.447221,3.299649,1
3.15008,2.242695,-3.548243,2.177867,-1.915868,-2.087758,-2.670914,-0.953137,-2.013957,1.08291,0.672217,-0.175627,-0.651985,-1.579092,1.311502,-1.013603,-1.185226,-0.04511,0.268806,0.577038,-0.583838,1.794366,-0.854943,-2.394509,0.584393,1
4.322462,0.984207,-1.609843,-1.982888,0.234587,0.676673,-0.849208,-0.082048,0.345859,-0.277684,-0.433011,1.094864,-0.606651,0.232643,0.634077,3.250647,0.524273,-1.800278,0.607449,1.609567,-2.129025,-0.100903,-0.655923,0.493982,0.630491,1
-2.373139,-3.978153,-2.621466,0.500175,1.85062,-2.246466,-1.016901,0.035837,-0.892693,1.793237,-1.202234,1.744008,0.393566,0.062612,0.671337,-0.704714,0.907327,-0.004157,1.131353,1.316388,-0.006451,-0.183746,0.477682,1.291504,-0.393431,1
22.431661,-5.146004,-4.040173,-2.51611,3.536063,3.334279,-0.287173,-0.398611,1.732874,-0.63778,0.07147,0.596817,0.138806,2.721331,-0.523423,-0.739582,0.770433,-2.411153,0.120523,-2.181789,-0.194033,1.141741,-2.005378,-0.052931,-0.71302,1
5.317499,5.29179,0.547187,2.354218,1.95306,-0.805751,-2.501088,0.413882,3.386502,1.6831,-1.509794,2.02436,-2.884311,-0.404275,0.122856,-2.29872,0.04287,-0.810746,-0.350194,-1.739369,1.277943,-0.727108,0.61173,1.421741,0.130635,-1
3.746453,4.136662,-1.025995,0.555687,3.135517,1.507482,0.151395,-2.463829,-1.970057,3.579414,0.74591,-1.657079,1.018157,-1.515711,0.581308,0.069112,1.943631,2.418458,-1.004986,-2.15616,-2.277688,-0.581188,-0.98939,-1.577283,1.315468,-1
-0.310344,4.097905,-0.292472,-0.270577,1.911546,3.007274,-0.831534,-1.852163,1.126715,-1.669933,-0.043658,-0.724003,0.465693,1.367828,-0.672425,-0.079055,-1.118059,-0.037066,-0.823537,-0.569546,-1.427031,0.677726,1.522359,-0.175157,0.770935,-1
-6.935199,-0.669877,-4.109889,2.408588,1.275592,-0.736091,0.97049,1.065409,-1.761908,1.375194,-0.05588,2.298178,1.807309,-1.422258,-1.966743,2.123957,-1.164197,-0.794476,2.973094,1.094369,-0.543706,1.564355,-0.42483,0.048979,1.061471,-1
4.906612,1.513297,-1.908479,-0.052291,1.830511,3.278283,-2.662324,-2.626455,-2.285618,1.609218,-1.875338,0.697113,-0.31464,-0.182448,-1.065896,0.305517,0.226645,-1.383736,0.572668,0.812819,0.31909,0.167538,0.394044,1.159657,-0.562939,1
-1.652381,4.671985,2.021064,-1.190431,2.993744,0.931191,1.811135,0.672591,-0.429635,1.579856,-1.209545,1.632906,-1.533229,0.474393,1.695567,0.379573,0.34705,0.661258,0.556769,-1.191414,0.712074,-1.848995,0.921153,-1.023285,0.044572,-1
2.395094,-6.376364,4.714531,-2.27301,-0.522187,-1.006679,-0.61667,0.379251,-2.475891,0.661963,-0.769564,-0.986168,2.475307,0.824823,-1.237652,0.826131,-0.081561,-0.73912,0.568607,-0.641979,1.89594,-1.208058,-0.12578,1.682864,-0.192433,1
5.1002,-2.321436,-2.965784,1.280076,-4.498469,-2.838245,3.552612,-5.248782,-0.550996,-1.842721,2.104383,1.141103,0.932793,1.460716,0.692449,1.665409,-2.353839,-0.983406,-1.670909,0.771161,0.023479,0.589092,2.182011,0.355472,-0.652327,1
-8.519767,-1.001945,0.063,-2.682719,-1.253706,-0.443082,-1.091694,0.500241,0.496169,0.140233,2.774436,1.969032,-1.14989,1.890741,-3.147468,-1.490871,1.246971,2.266996,-1.241167,0.263626,0.259999,1.980447,1.563825,0.850136,-0.359221,-1
2.108469,-6.050735,2.219489,0.854696,-0.78712,1.289582,2.668682,0.870725,2.0032,2.105135,2.42963,-4.905878,0.345419,-2.834286,-0.55963,-0.88317,-1.076449,-2.699259,0.666346,2.596997,2.393959,0.748822,1.390207,0.248195,-0.789189,1
10.133434,-2.217262,0.132689,-3.669015,2.187047,1.555203,-2.319869,1.190705,-1.027908,-0.142309,2.038003,-0.303657,-1.443307,1.556701,-1.330155,-0.501386,-0.02584,-1.011278,0.441898,1.303574,0.248503,-1.872392,-0.324397,-0.935222,0.495805,1
-1.073309,1.706898,-0.13232,4.639816,1.526279,4.814578,0.662155,0.791802,0.875378,-2.078416,-1.997725,0.016982,-4.85322,-0.082603,0.154208,1.828068,1.752476,2.44629,-0.810035,0.455126,0.961673,-1.224399,1.85393,-0.63756,-1.431401,-1
-3.911451,0.528688,1.290098,-0.9508,0.370661,0.604141,-0.31259,-2.153702,-0.07105,0.6784,0.440452,1.015137,-0.564093,-1.265892,-0.417731,-0.552563,1.953524,0.114927,0.379286,0.889617,-0.760991,-0.119517,0.730459,-0.151961,-0.963432,-1
-9.145012,-3.886737,4.832221,-0.117177,-2.857069,-0.214838,-0.793127,-2.329216,2.783736,1.953952,-0.371923,-0.711561,-0.318929,-0.31128,-0.859016,-0.268517,0.675979,0.430981,1.071802,0.494913,-0.786092,-1.03559,0.343661,2.367619,-0.256168,-1
-4.520194,-2.012344,-1.192377,3.733784,-2.002183,-2.372548,-3.938531,-1.0745,3.407664,-0.250444,2.420229,0.870649,1.218928,-0.305969,1.839745,-1.910772,-1.930058,-0.954988,-0.415581,-0.844322,-0.18131,0.275839,1.114045,-1.590079,-0.168012,-1
-9.936177,3.405069,1.537477,-3.741178,1.274099,2.862154,1.57576,1.163416,0.736849,-2.428269,3.659828,-1.030365,0.74047,0.636065,1.377594,2.736965,-1.874532,2.833309,-0.704981,-1.169336,-0.341332,-0.6337,-1.478888,1.424911,-0.959583,-1
-4.576662,-0.912483,4.526254,1.763166,-5.076362,3.259163,0.247689,-0.249431,-1.42722,1.159473,-0.346969,0.045091,0.902571,-0.250266,-1.446302,1.452755,0.547719,0.462251,0.285293,-1.980694,-0.332254,0.44792,0.52485,-0.409591,1.306389,-1
4.825688,4.850661,4.389503,3.814985,4.599699,0.734983,-0.664803,-1.856623,-1.995051,2.302155,-1.40238,0.17425,-0.948126,-0.43376,0.320123,0.745292,-2.666803,3.177623,2.465957,0.769451,-2.297873,0.119673,-2.259278,2.652862,0.796173,-1
16.342574,-1.507302,1.701964,0.473821,4.563743,-2.960348,2.322857,0.036957,0.078099,-0.009123,-3.358129,-0.881548,-0.771754,0.449167,1.08357,2.345433,1.114483,-1.384321,-1.261629,1.371034,-4.249886,0.436352,0.279952,2.833177,0.451353,1
2.592987,1.037978,-2.694074,2.430147,-1.876725,1.44732,-1.974536,-1.678351,-0.046106,-0.684306,2.371923,0.424553,1.701679,0.152546,-0.388446,0.100088,-0.886356,0.247377,0.172637,-0.586885,-1.47562,-0.980893,0.036034,-0.453857,0.189996,-1
5.643719,1.56812,6.762845,-8.306495,4.027896,0.23554,1.982762,1.44144,2.496735,-2.765933,-1.007276,-0.254626,-1.07481,-1.303204,-2.316669,-2.245653,0.773593,1.169798,1.423345,-1.181277,-0.786528,0.084942,1.830211,0.9769,-1.393535,1
-9.604625,1.542164,0.957894,-5.274637,2.092469,1.376131,1.97093,2.038003,1.033472,-0.959818,1.218927,-0.133112,0.246334,-3.974363,-0.150257,0.168708,-0.639489,1.105275,0.228583,1.593986,-2.021041,0.203731,-1.616373,1.355225,2.338636,-1
-5.26514,-1.218667,-1.140636,1.416994,2.334345,0.648621,3.690931,0.857798,0.799163,-0.90295,-0.855993,0.601183,-1.933278,0.579895,0.904468,-2.540325,-1.847904,0.742467,1.068197,1.190784,-0.240498,-0.142864,0.50063,-0.009594,1.256354,-1
-8.082894,2.193642,3.22739,3.346377,3.633865,-1.283602,-0.452064,1.638802,-0.28205,-0.412138,0.480404,-0.144324,1.776737,-0.789346,-0.74878,-0.345751,0.216252,-2.927869,-0.239972,-2.37406,2.290142,1.310847,-0.310795,0.177757,-0.967512,-1
-0.860265,2.820226,-2.959372,0.135857,-0.838763,1.707722,-1.290435,0.340991,0.323442,0.54696,-0.067251,-0.295613,-0.962009,0.418271,-0.968454,0.249637,-1.844879,0.656277,0.653666,-0.504959,1.019205,1.090441,3.01497,-1.766349,-1.938354,1
0.58453,1.641091,1.593058,0.279629,-2.641799,0.654258,-0.127195,0.843909,-1.954712,0.908071,0.872869,0.422948,-1.088667,-1.239514,0.820778,-0.976808,-0.241391,1.712205,0.880684,-0.784944,1.087218,0.250088,-1.379354,0.020469,0.622324,-1
-2.334277,4.10585,-0.480864,-4.826516,1.30112,1.292633,-0.459572,2.563399,1.478697,-3.004432,-2.237615,2.20598,1.672557,-0.83292,-2.632754,1.503573,-0.205574,-1.323104,1.309265,2.335633,-0.665902,0.464208,-0.073444,-1.372892,-0.230454,1
1.925976,0.166397,4.633576,-4.04274,-0.0911,-2.952595,1.767996,-2.08016,-2.429143,-1.668014,-0.884331,-0.409566,0.116785,1.50978,-2.354091,-1.147425,-1.108739,2.064994,0.050638,-0.521038,-0.878278,-3.688977,0.32348,0.131374,3.388657,1
-0.210234,1.313244,0.211232,-0.762147,-4.258462,-0.510655,2.142655,-1.994802,-0.896382,-1.809129,-1.254477,1.605204,1.828449,-2.853268,1.370792,0.820259,2.094004,2.542678,-1.253105,-2.275003,-0.235994,0.257592,0.74881,-1.173301,-1.967572,1
-7.490369,-2.542309,1.093637,-1.346814,-0.755167,-2.314932,-1.228003,0.429537,1.381706,-0.298809,-2.941561,1.048002,-1.398971,-1.374882,2.516649,-2.148279,-0.227432,2.006817,0.163781,1.691522,-1.589019,-0.453956,-1.884767,1.58192,0.705348,1
1.511438,2.170929,1.901326,3.133735,-2.53611,-2.590117,1.666044,-1.151909,-3.220022,-0.684866,-2.063371,-0.10716,-1.569603,0.35212,0.067237,-1.855574,-1.77045,-0.511945,0.488552,-0.267503,1.784918,-2.319927,0.820408,1.411206,-0.940509,-1
-4.478381,-0.926127,0.518192,2.399944,-3.489296,1.752552,-1.170312,-0.56817,2.514537,1.233328,-0.569133,0.084138,-0.99111,-1.34693,1.105222,-0.121192,-0.926539,-0.884432,0.130925,-1.326889,0.986014,0.059501,-0.402936,-1.011978,-0.608158,-1
0.884241,1.992609,-1.080795,2.096398,2.704203,-1.589124,-1.164401,-1.497959,-0.167309,-0.061465,1.949396,0.070473,-0.064125,1.81294,0.863287,-1.792003,1.692073,-0.012305,0.300584,0.619251,0.891302,-0.262746,-0.786028,1.29548,0.648493,-1
18.755295,-5.247269,-7.981358,-0.384388,-2.138991,6.502569,-2.719269,2.474089,-0.852657,-2.660207,-0.810787,-4.831149,0.302373,-1.029825,-1.340335,-0.739575,0.839799,-0.167819,-1.251799,-3.558914,-0.658467,-0.060457,0.725107,1.018976,-0.311293,1
-3.61341,-8.619514,5.04258,-0.718368,-3.271921,-2.191505,0.395677,-0.144621,-1.630048,0.338702,0.306664,0.48858,0.700425,-0.812638,1.410767,0.693984,-0.762775,0.014483,-1.174579,-1.764129,-0.710124,0.043609,0.9848,0.316602,-0.804768,1
4.508804,2.856299,-0.483597,-0.20433,0.686917,-2.125176,-1.070165,0.733328,0.582907,-0.876717,0.775467,-0.906739,-0.409606,-0.0612,1.096018,2.092299,-0.338387,-1.407768,-0.087917,0.638388,-0.108331,-1.518344,0.392814,-0.446264,0.679666,1
9.708299,2.36651,0.210171,4.22764,-1.778381,-1.353497,0.182925,0.793445,0.741009,-1.446846,1.699063,1.705809,-0.17852,1.464677,0.334341,1.030207,-0.946346,-0.320944,-1.594424,-0.32668,-0.298873,0.570591,0.624383,0.767487,-0.686307,-1
-5.143684,-0.642829,-5.656314,-4.515871,3.512149,-2.791169,-3.584908,1.066703,1.95644,-1.422642,-1.74562,-2.677963,-0.613024,-2.12139,4.48307,2.4994,-3.640699,4.352256,-1.004142,-0.252549,2.567739,-2.450551,0.502138,1.555968,2.359673,1
-4.419939,3.512515,-0.382307,-0.12651,-2.355574,-0.420772,1.116262,-0.332431,-1.194131,-0.350041,-0.904505,0.24335,-0.322467,1.033814,-3.16996,-0.480586,1.827242,-0.431462,-0.512798,2.488415,0.339908,2.26569,0.381211,-1.778369,0.824713,1
-12.215639,1.20219,2.633114,-1.444698,0.395533,6.258203,-0.558543,-4.190406,1.067708,-1.741119,-1.458886,-0.777288,2.075945,-1.073518,1.268133,-3.877957,1.460576,0.465354,-0.516629,0.537656,-1.421355,-1.615273,0.393946,-1.461622,0.481954,-1
6.72118,0.641558,-0.883884,0.227739,-0.110411,3.00982,0.296002,-0.590603,0.356065,-3.44414,-1.925897,0.633923,-1.770461,-1.016003,1.168552,2.179434,-2.699885,-1.092364,1.263674,-0.381038,-0.557128,0.547125,1.487225,-1.929919,-1.098532,1
-6.977292,-4.28089,4.041609,1.35642,4.052548,-1.358774,0.316257,-1.012416,-0.550577,-1.058131,1.196502,-3.252727,3.512755,0.545659,-1.371996,0.056068,-0.619247,-1.826551,-1.247808,2.37854,0.038493,1.298144,-0.529865,-0.710877,0.229939,-1
-5.791536,3.809028,-3.43715,-4.207585,-1.046587,-0.945296,-2.095897,0.612884,1.076924,-0.411451,-0.42764,-1.947073,2.250055,0.180841,-0.484728,2.933302,-2.307661,0.057967,2.851384,1.311999,1.04065,1.294752,1.127435,5.14437,-2.313581,1
3.437255,-1.157113,1.954923,-3.084547,-0.700087,1.55451,-0.426759,2.637634,-0.798301,0.868048,0.035922,-0.985757,-0.747406,2.28599,-0.137123,1.862619,-1.873765,-0.366881,0.009581,2.285315,0.872049,1.19977,0.982004,-0.714557,-0.431947,1
11.797934,-0.735933,1.227762,-2.127569,-0.216503,2.391978,-1.373565,2.683388,1.129885,-0.916921,-1.344094,0.804685,-1.455807,0.582213,0.893416,-0.139966,0.636723,-0.501052,0.630159,0.812127,-0.546337,0.462258,0.830262,0.617114,-0.573458,1
-1.437771,1.46308,-2.651235,-2.091408,0.334536,1.570788,0.383729,-0.146904,1.743158,-1.139976,-3.436141,-4.013586,0.330994,-2.149755,1.265484,-1.881317,1.176169,-0.857399,-0.417046,0.661997,-2.407202,-0.584133,2.042552,0.659823,-0.388003,1
6.987016,1.873425,-0.192027,2.665288,-0.963568,3.494898,1.426667,3.017938,-0.755207,2.163223,3.218645,-0.645508,0.590102,-0.508411,0.728946,-0.295644,-0.479189,-0.218676,0.082524,-0.055737,1.328614,-2.424565,0.992151,-1.109579,0.506287,-1
-8.299181,2.4699,-1.175976,-2.832347,0.409169,2.147927,0.578995,-2.519065,-0.257112,0.404672,0.257226,-0.976341,0.173498,0.009706,0.18822,-0.361631,1.977722,-1.470955,0.121904,-0.043327,-0.373812,-0.595568,0.228287,-0.883564,0.115987,-1
8.726752,-1.341002,-0.939769,-0.350919,2.592962,-2.047093,4.400005,1.158941,-1.299878,-1.435274,-0.124235,2.011314,-0.828509,-0.49312,1.424341,-0.524704,-0.749167,1.555913,-1.084474,0.015023,0.690863,-1.494978,-0.853453,0.19479,-1.091413,1
5.024652,1.114092,-0.245187,2.504462,0.077124,-1.17799,-0.174151,-2.96982,1.806631,-0.731817,0.773764,-0.647895,-0.580587,-0.442362,1.333411,0.00632,2.000353,-0.553196,0.979633,0.204684,0.445939,-0.732182,0.082458,-0.698346,0.333812,-1
-9.983948,0.112084,1.424805,-0.65475,-1.564641,0.448992,0.450372,-2.135901,0.119433,-1.496289,0.634898,-1.559921,-0.076523,1.323803,0.928831,-1.144305,-0.233455,0.145536,1.051964,1.186602,-0.895576,0.598419,-0.971692,2.758915,-1.001579,-1
8.550392,-15.633506,-3.686779,-4.691307,2.543968,5.122485,7.069966,4.631777,1.52034,3.13158,1.184075,5.268491,-1.915604,-0.714097,-1.548269,1.519883,-3.253013,0.034116,-0.326882,-1.226911,0.186233,0.154525,0.934048,0.843515,0.321789,1
-0.76653,-1.441353,1.271123,0.167926,1.608507,-2.443776,-2.713003,1.682938,-2.415755,-1.208088,-1.649076,0.283369,-2.294708,-0.139679,1.390696,0.995698,-0.375153,-0.210712,0.486173,-0.507372,-0.941844,0.918427,-1.388317,-1.308185,-0.062043,1
