@attribute -0.121Feature52-0.121Feature85-0.121Feature78-0.12Feature84-0.12Feature86-0.119Feature58-0.119Feature57-0.119Feature163-0.119Feature83+0.118Feature148+0.118Feature149-0.118Feature162+0.118Feature150+0.118Feature151-0.118Feature79... numeric
@attribute '-0.229Feature33-0.227Feature34-0.223Feature35+0.215Feature98-0.193Feature32-0.191Feature36+0.19 Feature99+0.174Feature97+0.173Feature101+0.163Feature100-0.163Feature113-0.16Feature31+0.136Feature126-0.129Feature30-0.124Feature61...' numeric
@attribute -0.226Feature29+0.217Feature94+0.214Feature93+0.203Feature95-0.183Feature30+0.181Feature96+0.166Feature18-0.166Feature28+0.162Feature92-0.151Feature31+0.148Feature15+0.144Feature14+0.144Feature16-0.135Feature26+0.135Feature17... numeric
@attribute -0.21Feature25-0.208Feature103-0.207Feature102-0.2Feature27-0.186Feature11+0.165Feature116-0.158Feature26-0.153Feature104-0.149Feature51-0.142Feature89-0.14Feature129-0.14Feature36+0.139Feature101+0.131Feature118+0.122Feature68... numeric
@attribute '0.225Feature50+0.22 Feature154-0.218Feature115+0.213Feature128+0.212Feature76+0.197Feature24-0.197Feature141+0.194Feature14+0.186Feature105-0.16Feature96+0.159Feature104+0.158Feature92+0.145Feature112+0.144Feature13-0.14Feature62...' numeric
@attribute '0.235Feature13+0.229Feature91+0.212Feature104+0.207Feature12+0.2  Feature107+0.186Feature141-0.183Feature76-0.182Feature50-0.177Feature128+0.176Feature16+0.175Feature115-0.172Feature154+0.172Feature90+0.161Feature89+0.161Feature105...' numeric
@attribute '0.36 Feature110+0.311Feature19+0.296Feature109+0.252Feature111+0.22 Feature18+0.211Feature108+0.21 Feature20+0.174Feature97+0.168Feature17+0.134Feature30-0.121Feature15-0.116Feature93-0.112Feature100-0.112Feature45+0.109Feature31...' numeric
@attribute 0.344Feature106+0.286Feature15+0.271Feature107+0.245Feature16-0.223Feature12-0.211Feature90-0.204Feature89-0.194Feature11+0.188Feature28-0.171Feature102-0.162Feature103+0.161Feature93+0.158Feature94-0.133Feature91+0.124Feature109... numeric
@attribute '0.302Feature21-0.246Feature23+0.23 Feature99-0.226Feature114+0.209Feature20-0.203Feature108+0.195Feature112-0.19Feature17+0.175Feature98-0.149Feature105-0.146Feature101-0.135Feature14-0.134Feature95-0.133Feature9+0.132Feature111...' numeric
@attribute '-0.315Feature17-0.286Feature108-0.253Feature95+0.174Feature3-0.165Feature99-0.157Feature21-0.155Feature9+0.153Feature4+0.141Feature24+0.14 Feature15+0.125Feature93+0.123Feature23-0.12Feature6+0.12 Feature1-0.119Feature22...' numeric
@attribute '-0.356Feature22-0.272Feature113-0.217Feature18-0.194Feature109-0.193Feature100+0.189Feature108-0.182Feature96-0.162Feature5-0.162Feature110+0.16 Feature8+0.156Feature17+0.154Feature48-0.149Feature41+0.147Feature47-0.127Feature19...' numeric
@attribute '-0.317Feature114-0.293Feature23-0.205Feature20-0.192Feature111-0.172Feature70+0.17 Feature1+0.16 Feature18-0.159Feature69+0.158Feature2-0.149Feature104-0.145Feature40+0.144Feature96-0.143Feature13+0.139Feature71-0.13Feature91...' numeric
@attribute '0.259Feature44-0.238Feature107+0.195Feature15+0.189Feature93-0.171Feature1-0.166Feature2-0.166Feature16+0.16 Feature43-0.151Feature101+0.15 Feature5-0.148Feature29+0.142Feature106+0.138Feature90-0.121Feature26-0.12Feature133...' numeric
@attribute 0.231Feature8+0.225Feature20+0.219Feature111+0.215Feature105-0.186Feature91+0.186Feature12+0.169Feature40-0.167Feature13-0.164Feature34+0.162Feature14+0.157Feature72+0.155Feature90-0.152Feature95-0.146Feature4+0.145Feature103... numeric
@attribute 0.347Feature46+0.275Feature45-0.214Feature74+0.186Feature69+0.177Feature68-0.173Feature3-0.154Feature122+0.153Feature72-0.151Feature48-0.135Feature148-0.134Feature103+0.133Feature161+0.132Feature57+0.129Feature135+0.125Feature83... numeric
@attribute Class {-1,1}

@data

0.124187,2.39366,-1.098974,-2.085254,-0.892391,-0.499718,-1.782924,-0.688501,-1.845393,2.177189,1.002433,-1.949833,-0.084666,1.781318,-0.565536,1
3.577267,2.181254,-1.107598,0.325521,-0.998334,0.12944,-1.347596,1.028967,1.215465,0.882321,0.407289,-2.567142,0.067217,0.255612,1.237658,-1
4.483623,1.232198,2.952418,-0.398398,-2.036362,0.846057,0.79694,-0.553059,1.145237,3.085644,1.794348,2.150772,-1.154145,-0.095404,0.912226,1
11.530151,-1.950428,-0.58545,1.776078,0.650086,2.140284,-0.106683,-0.059657,0.768014,-1.289387,-0.080029,0.577325,1.881842,-0.727547,-0.714,1
4.961513,1.665473,1.015317,3.473574,4.47243,-2.594988,2.814364,-0.417171,-1.533265,-5.041763,2.373688,0.845143,-2.68624,0.493966,0.250454,-1
6.144031,0.024228,-2.866064,1.766154,1.59891,0.290895,-3.214769,-2.866854,-1.56125,-0.956898,0.131302,2.411212,-0.020344,1.147228,-0.42635,-1
-4.67701,-2.085793,1.19233,4.528265,-1.646082,1.735944,-3.643303,-0.120101,-1.027852,-0.494399,1.431646,0.849415,2.687554,-0.79456,0.755322,-1
-9.926841,1.575112,-1.972275,-4.943567,1.808197,-0.858535,1.732694,3.142681,0.828204,-0.689505,0.291411,1.685378,1.953981,-0.385926,1.359842,-1
4.061649,-1.037966,-1.821934,6.858148,0.076825,-0.4159,2.925273,0.340354,-0.091919,-0.30985,-2.12412,1.856471,2.345819,-0.08856,1.421334,-1
5.364543,5.233705,1.615501,1.163181,1.939204,0.894977,-4.057378,1.364712,-2.013258,-0.029479,0.173854,-0.356958,0.714363,3.525037,-0.382615,-1
1.492462,2.375718,3.494367,1.291658,-2.793239,1.961503,2.18884,-2.760121,0.664818,1.319763,0.061745,-0.211673,-0.562247,3.809566,-1.049715,-1
0.776726,-3.579454,2.70651,1.887162,-0.686944,-0.906008,-0.720248,-2.603024,-1.394401,-1.460219,1.984328,0.336889,0.502087,-1.088924,-2.109013,1
1.57182,4.312493,-0.805269,-5.476234,4.85228,-0.803292,0.845057,-0.452273,0.18292,-1.155525,-1.386233,-0.155391,0.902461,-0.987827,-1.230773,1
4.75315,1.602627,-1.789613,0.289752,1.993185,-3.962286,-2.25188,-3.45583,0.192246,1.117193,-0.341167,-1.545694,0.148841,0.206164,-2.621979,1
-14.147837,-6.213264,-0.794986,2.32611,1.877918,3.408792,-1.295834,2.053728,2.041433,-0.654737,-0.318765,-0.896674,-0.628586,-2.666516,1.187497,-1
-1.98093,0.54797,2.321186,0.420632,-3.089983,-2.083278,-0.150365,0.878989,0.792922,0.544011,-0.11474,0.16116,-1.408792,-2.316001,-1.610769,-1
0.906385,1.402843,-3.399154,1.777566,0.144227,0.747109,1.839884,0.588853,-2.450065,0.480106,-1.892506,-0.318729,-0.651883,0.497952,0.099278,1
1.607737,2.931629,-1.286513,-3.061222,-2.260621,2.745081,0.055163,0.000212,-0.956818,2.278789,0.295047,0.217588,-1.107825,0.764652,-0.446583,1
13.060431,-5.097038,-5.623368,-1.241493,-2.001444,-2.702479,-0.370892,-1.752529,0.651146,2.346224,2.86321,1.634827,-0.407444,1.207762,1.209857,1
0.001034,1.783139,2.803444,-1.28289,-2.027066,-0.056607,0.595334,0.385272,2.55229,0.052063,-0.941879,2.195403,0.038789,1.27465,0.052838,-1
-0.58005,-1.561306,-2.90176,-0.735773,-2.142352,-1.02415,2.488336,-0.741924,-1.576653,0.538453,-0.660269,-0.634642,0.41696,-0.107144,-1.275909,1
-10.176488,-0.958091,6.873755,2.956768,4.039388,-4.647752,2.540536,1.845714,3.482797,-1.995436,3.611216,1.192238,-0.113694,0.241875,0.918317,-1
5.765623,1.062961,1.463994,-0.339256,-0.05223,2.458347,-2.463052,-0.513639,0.094319,0.849958,1.30365,-1.864837,0.384361,-1.592601,0.519105,1
-9.171191,3.195127,-3.534464,-5.475057,3.591272,-3.968732,-2.57681,-3.023977,-1.590532,3.240405,-0.543997,0.047008,0.234228,-0.421397,-0.881342,1
-9.276239,1.855723,-5.658506,1.408524,-1.483258,-0.221584,0.328613,-2.271216,1.783691,-0.708254,-0.606882,1.233403,0.060055,-0.691351,-1.264885,-1
-7.084524,-2.47622,-0.798378,2.964505,-0.550807,0.170158,-0.08184,-0.377059,-3.757742,0.03073,0.613888,-1.910608,2.077714,-1.770315,-1.632334,-1
-8.818604,2.587343,1.506594,1.059331,3.54628,2.507574,3.908267,0.100581,-3.179587,-0.24688,-0.547124,1.382353,0.233309,0.05918,-2.165223,-1
7.501499,-0.505868,-1.273168,0.033684,1.43398,1.49724,-2.2744,-1.316366,0.489158,-0.628603,0.013805,-2.48946,-0.569073,-0.852206,0.108595,1
-3.902531,-8.907424,3.911314,-2.376085,-3.624179,1.439809,0.939928,-1.785312,1.174499,0.63304,0.870175,-1.345825,0.35526,-0.746021,0.840842,1
10.285411,-1.977292,-3.168535,-4.113369,-0.376268,0.504144,0.507893,-4.510116,2.564192,0.804323,-1.796071,0.494845,-0.650384,1.778251,-0.50596,1
6.064445,-0.612008,-1.84988,-2.540877,2.351965,2.885759,2.967199,0.924111,-0.339805,0.604263,-1.671122,-1.771913,1.704436,1.048028,-0.313156,1
-0.316502,-5.291974,-12.773498,-0.922968,3.007353,3.979624,-4.38353,8.388423,-2.295017,-1.195011,5.467497,3.285735,-6.914997,1.586035,1.238501,1
-1.674674,1.805312,5.69162,1.503766,-3.291389,1.064401,1.301063,-0.99249,0.818335,-0.977005,0.913895,0.291738,0.313301,2.000404,-1.381012,-1
-4.012006,0.092198,-0.77923,0.68598,4.534106,1.164846,1.898725,2.857787,0.365763,4.188274,-2.138428,1.771317,-0.099606,0.600129,1.039757,1
-5.285077,-0.434997,-7.161098,0.290029,3.401382,3.15918,-1.976643,-0.002929,-0.073784,-0.923061,-4.614757,3.750803,1.834325,0.323367,5.337933,1
-5.299852,-0.360979,0.700205,-0.11047,-0.328801,-3.674291,-2.982799,-0.464265,-0.067142,-2.389207,-3.593308,1.666336,-1.061252,-3.08166,-0.73675,-1
-4.592418,-1.264163,-2.773131,-0.937097,0.066765,0.824915,-1.150031,-1.105601,-1.008628,-0.711774,-1.494408,-0.069989,-0.566867,1.12504,-0.837496,1
-6.248507,5.335933,-1.910182,0.604247,0.82637,0.130543,0.276147,0.719393,-0.390467,-2.473249,-0.09259,-1.496279,-0.598653,-0.11964,2.739702,1
-3.13316,0.077526,-2.873325,3.791485,0.279956,1.104635,0.909477,0.110358,-0.58243,-0.943694,0.689402,-1.141992,1.140764,2.1164,0.223479,-1
0.411929,1.377296,-1.111372,2.880688,-2.659457,-2.509023,-0.01061,1.143973,-3.819039,1.034119,1.197024,-0.993573,-0.29374,-1.031921,3.913194,1
5.868683,2.512643,-0.806103,3.805183,-1.777841,2.234956,-1.537099,-2.493595,-0.711657,0.077398,-0.564634,0.368046,1.102677,-0.195934,-1.173672,1
5.893376,8.751836,6.644262,0.10861,2.201005,-0.384668,0.073496,0.474055,-0.00803,-1.850128,-0.932497,-1.693207,1.755264,-0.983826,0.26389,-1
-1.426644,-0.251876,2.337278,-2.61872,-3.629163,1.015503,0.969244,1.66907,1.09254,-1.785466,-2.310996,0.322053,-2.629048,0.225339,0.723755,-1
9.2945,1.345005,-0.424273,0.974565,-0.854422,-3.969904,-1.323654,0.813374,-1.029228,-1.357645,-1.121577,-0.18302,-0.411344,-0.260761,-2.299701,1
0.484342,-0.647937,-0.476611,0.604487,2.367248,-0.031604,-0.362358,-0.324187,-1.872311,-4.040115,-0.357898,0.006463,-0.163087,-0.698785,0.21952,1
-12.647808,0.891391,1.273804,-2.703137,0.416876,-7.034571,-0.250008,-1.300404,-2.491495,-0.626566,0.123113,2.056733,2.200537,1.069365,2.055252,-1
-3.069065,-2.043573,-1.135421,-0.115015,-0.94906,2.159328,0.98816,-1.780992,-0.820018,2.591839,-1.282399,0.216665,2.265361,0.311698,-0.428326,1
10.057067,-2.652352,-2.243601,-3.072947,1.787817,-1.340471,-2.126605,0.621269,2.879933,0.704031,0.333302,1.13617,-1.075297,0.222525,-1.425323,1
-10.212979,3.276385,-0.56919,-3.945008,0.807481,-2.372157,1.91595,1.98203,1.478895,-1.327657,-0.011863,3.290203,-0.517664,-2.720339,2.832663,-1
-2.294791,-6.175646,0.071312,3.395416,5.709199,-1.872395,0.429082,-3.062836,-1.527596,-0.560023,-2.333132,0.399713,0.469435,1.761942,1.358733,-1
-3.759621,3.25097,2.734078,1.974138,-1.811877,0.054642,0.763251,-0.27307,2.517065,0.878848,2.202929,1.04454,-2.030582,2.815021,-0.878906,-1
-1.989934,1.140002,0.961347,-1.07788,-3.119034,0.196621,-1.85023,1.96248,2.743576,0.686361,-1.594425,-0.395871,0.341949,0.429864,0.126309,-1
-8.76005,-2.892029,2.244108,5.260138,0.411555,-1.786191,-3.632881,-1.694216,0.630554,-0.536728,-0.224093,1.464503,-2.29917,-0.239868,-1.218929,-1
1.658604,4.966647,-2.109285,-0.154041,-0.810182,-0.118929,-2.118205,1.033013,0.806901,0.924304,-2.417519,0.460997,0.219879,0.525876,-0.254973,-1
0.649878,-7.526799,-0.311732,-3.62208,2.699275,0.837204,-0.907227,-2.266359,0.615946,-0.431362,-2.416629,0.722184,-2.333524,-0.528138,-0.137436,1
-0.003716,0.616743,-2.435659,-1.16689,0.010159,-1.116187,-0.021562,-0.922246,-0.756516,0.11706,-0.817182,0.010883,-0.089399,-1.544256,-2.047251,-1
-8.319145,-1.171998,-1.08372,-0.252581,-3.456216,-1.108135,0.08697,0.024936,1.134537,1.994272,0.532699,0.940174,0.620054,-0.61858,-0.35936,1
0.758956,2.016107,0.184112,1.818829,2.749988,1.386665,-1.187232,-1.112652,-0.390492,0.208205,1.389355,2.109948,-1.63103,-0.19779,-0.618985,-1
-2.207419,2.16806,3.085273,1.855405,5.885084,0.319351,-2.479,-1.042364,3.272321,0.456339,0.759185,-0.945442,-1.8204,-0.864773,1.039839,-1
0.070903,1.730767,-1.153397,-0.613459,-1.977411,-1.44378,-0.52799,1.69568,-1.272531,-0.046142,-0.375985,0.211641,-1.771104,1.353146,-2.449122,1
3.642146,0.605294,0.671417,-2.823418,-1.880554,-0.809076,-0.905677,1.242713,2.712361,-2.817723,0.242263,0.146096,-0.123271,1.196733,-1.050036,-1
3.131783,2.480366,-1.745463,3.897576,-1.632621,1.979517,-1.690525,-2.61685,1.274945,0.786348,0.540758,0.293497,0.800616,0.303918,1.18015,1
-4.460602,-0.709262,1.319938,4.005464,-0.828718,3.011741,-0.972992,-0.002664,-0.612514,-0.83326,0.005958,1.340189,-1.018985,-0.464201,0.17279,1
-4.031036,0.124773,-3.435728,5.321522,1.325364,-1.098881,3.846381,0.592188,0.231869,2.007463,-2.404596,1.01137,2.769322,3.005025,-1.934183,-1
6.568394,4.733189,3.321218,-0.513185,0.386237,2.229354,0.325344,0.472379,0.033344,-0.150913,-0.978762,0.515584,-2.305749,0.683955,0.29462,1
