@attribute -0.124Feature84-0.122Feature85-0.121Feature162+0.121Feature149-0.121Feature52-0.121Feature86-0.12Feature58-0.12Feature78+0.119Feature148+0.119Feature150-0.119Feature57-0.119Feature163-0.119Feature164-0.118Feature59-0.118Feature83... numeric
@attribute '-0.23Feature33-0.226Feature34-0.21Feature35+0.203Feature98+0.196Feature99-0.195Feature32-0.178Feature31-0.174Feature36+0.174Feature97+0.156Feature100-0.154Feature30+0.15 Feature101+0.146Feature96-0.144Feature113-0.124Feature29...' numeric
@attribute '0.186Feature103+0.157Feature96+0.149Feature94+0.148Feature95+0.147Feature25-0.146Feature116-0.14Feature30+0.139Feature51+0.134Feature129-0.133Feature115-0.133Feature127+0.131Feature18+0.13 Feature140+0.129Feature102-0.128Feature31...' numeric
@attribute '0.215Feature26+0.209Feature29+0.206Feature27+0.19 Feature28+0.189Feature102+0.157Feature11-0.148Feature95-0.145Feature93+0.141Feature104-0.136Feature96+0.136Feature24+0.134Feature25-0.129Feature1-0.129Feature92-0.129Feature94...' numeric
@attribute 0.216Feature50+0.215Feature14+0.214Feature92+0.212Feature128+0.207Feature76-0.206Feature141+0.206Feature154-0.203Feature115+0.175Feature90+0.152Feature105-0.139Feature25-0.134Feature36+0.134Feature24-0.132Feature140+0.131Feature101... numeric
@attribute 0.258Feature13+0.257Feature91+0.226Feature104+0.208Feature89+0.202Feature12+0.196Feature90+0.175Feature105+0.157Feature14+0.154Feature11-0.152Feature50-0.151Feature128-0.15Feature24-0.147Feature76+0.146Feature141-0.144Feature154... numeric
@attribute '-0.321Feature110-0.316Feature19-0.278Feature111-0.259Feature20-0.254Feature109-0.195Feature108-0.192Feature97-0.168Feature18-0.144Feature17-0.135Feature30+0.12 Feature89+0.117Feature121-0.117Feature98+0.109Feature100-0.105Feature28...' numeric
@attribute '-0.284Feature106-0.282Feature107-0.268Feature16-0.244Feature15-0.202Feature94+0.19 Feature89+0.19 Feature11+0.187Feature90-0.186Feature23+0.176Feature12+0.174Feature102-0.165Feature114-0.146Feature93-0.135Feature101+0.132Feature98...' numeric
@attribute '-0.312Feature21+0.238Feature23-0.235Feature99+0.234Feature114-0.206Feature20-0.187Feature112+0.163Feature17-0.161Feature106+0.16 Feature101-0.155Feature1-0.154Feature111+0.148Feature108-0.147Feature107-0.146Feature2-0.135Feature98...' numeric
@attribute '0.33 Feature108+0.321Feature17-0.225Feature114-0.213Feature23+0.203Feature95-0.201Feature91-0.187Feature19-0.182Feature13-0.158Feature104+0.158Feature105-0.155Feature22+0.147Feature8-0.143Feature110-0.137Feature15+0.13 Feature14...' numeric
@attribute 0.323Feature4-0.268Feature5+0.268Feature3-0.237Feature9-0.21Feature6-0.163Feature22-0.143Feature17-0.134Feature100-0.134Feature108-0.131Feature113-0.13Feature64+0.129Feature24+0.123Feature120-0.116Feature99-0.115Feature110... numeric
@attribute '-0.347Feature18-0.331Feature109-0.231Feature96-0.197Feature113-0.188Feature22+0.157Feature12+0.145Feature104+0.143Feature103+0.133Feature16+0.133Feature94+0.131Feature26+0.13 Feature105+0.123Feature42-0.123Feature44+0.114Feature48...' numeric
@attribute '-0.231Feature71+0.197Feature46+0.184Feature4-0.183Feature2-0.174Feature101+0.162Feature36+0.16 Feature17-0.16Feature1+0.16 Feature161-0.159Feature122+0.152Feature57+0.148Feature135+0.145Feature83-0.142Feature148+0.14 Feature44...' numeric
@attribute '-0.249Feature105-0.223Feature14-0.22Feature45-0.204Feature46+0.175Feature37-0.142Feature92+0.138Feature43+0.137Feature73+0.137Feature16+0.131Feature138+0.13 Feature60+0.128Feature118-0.127Feature157-0.127Feature125+0.125Feature44...' numeric
@attribute '-0.198Feature63+0.19 Feature65+0.181Feature15+0.18 Feature70-0.174Feature68+0.163Feature40+0.158Feature44+0.151Feature8+0.149Feature106+0.147Feature12+0.146Feature90-0.139Feature72-0.137Feature95-0.136Feature3-0.134Feature97...' numeric
@attribute Class {-1,1}

@data

-3.953106,-8.112434,5.293403,-2.69449,-3.105342,2.598535,-0.65194,1.662694,-0.313853,-1.050724,0.04468,0.28037,2.490928,-0.185477,-0.76232,1
-0.83489,-0.7088,-0.611127,-3.852545,0.634148,1.001094,-0.60271,-0.201541,-0.407073,0.352839,0.067376,0.535269,0.770828,-0.66431,0.046312,1
-1.890668,4.924001,2.276683,2.417889,2.500563,-1.407947,-1.46785,-0.510685,0.467281,-0.43693,-0.328577,1.620342,0.350137,-1.407618,-2.745627,-1
3.513796,-1.366617,2.841951,1.756581,-2.07756,-1.617582,-0.226086,-1.466293,-2.322018,-0.934217,0.001362,-0.13787,-1.342202,0.914971,-1.000014,1
5.797293,-3.035504,3.359445,-2.675049,0.610643,0.707365,-2.199974,-0.773272,-0.858851,1.042158,-2.917227,2.265214,0.694533,1.788413,1.98511,1
5.916235,-4.681004,1.753441,0.028317,5.054344,0.503818,1.482207,-1.476942,4.938156,-3.417385,0.539203,-0.73905,-2.249123,-0.354126,0.390978,1
-5.139193,0.935991,-0.627197,0.438699,-0.651564,2.914716,-0.361742,1.205491,1.391964,0.060754,-0.777589,0.445507,0.794465,0.826966,0.842657,1
6.119875,2.35468,-3.60739,-2.631149,-0.309391,2.541332,2.327561,1.417159,0.639958,-1.057479,-0.798913,-1.171732,-1.897891,-0.087617,0.893893,1
5.365033,-9.306754,-3.216292,5.113,1.970931,-3.295753,2.247863,1.844482,-0.664724,-0.827443,6.254865,0.766148,0.836643,-1.179193,2.611345,1
8.650671,-2.942198,2.511614,-3.251089,-2.067831,1.850022,-1.117217,1.239625,0.766005,0.418883,1.027318,2.429555,0.147751,0.647188,-1.94706,1
9.176366,-4.940688,0.51622,4.609185,4.065841,1.76674,0.183154,2.423905,1.030535,-1.377264,0.351736,0.033575,0.53461,0.50237,-1.40753,1
3.404644,0.482621,1.037246,2.177248,-2.89138,0.471848,-0.858142,-1.072374,-2.891637,2.993917,-0.618456,-0.680338,0.711436,0.048007,1.570833,1
4.036423,4.21745,-2.091277,-5.193696,0.59077,3.544082,-2.494883,-1.179004,-2.405059,-1.908248,3.477602,-2.556082,-1.328983,-0.553117,0.692333,1
8.608806,6.797032,-0.734633,-4.366161,1.396796,0.759474,0.724876,-1.452093,-2.430128,0.005953,0.643708,-1.053074,-0.37066,0.396738,0.689494,-1
-8.129861,1.368114,4.783472,3.055519,0.745813,-1.681517,0.152963,2.006933,1.398791,-1.747464,3.255109,1.731212,-0.043454,0.326668,-0.410074,-1
3.73396,-3.009994,0.86816,0.314223,-1.780015,-0.685497,0.08456,-1.133339,0.607387,-0.089459,-0.697757,0.038015,0.199333,-0.947842,-1.237511,1
-1.736995,3.385676,-4.155767,-3.551256,-0.061019,-2.41057,-0.683544,-0.41178,-0.405069,2.024874,1.076897,0.367114,-0.17838,0.7834,1.117265,-1
2.254861,2.880112,-2.437144,-1.583889,-2.271472,-1.325326,0.155796,-1.337628,-1.495111,-0.038703,0.399597,-0.40443,0.022366,0.090778,0.746352,-1
0.127995,0.464081,-0.925595,2.064066,-0.603258,-0.755095,0.47777,0.940062,1.875489,-0.216953,0.474645,-0.950302,-0.005435,1.198516,0.049309,-1
-3.150596,-0.411497,-4.729857,-0.415248,0.632091,0.205816,-1.211548,-0.739888,-0.351664,0.217326,-1.869525,1.8406,-0.05988,-1.157201,1.340041,-1
-11.451121,0.476002,1.573552,-1.578003,-3.671329,3.168447,0.185696,2.076277,-2.145985,0.119529,-0.001996,-0.69055,0.707724,-3.200609,1.976393,-1
-1.605683,2.013282,2.446898,-6.016867,-0.587665,1.58485,-1.467904,1.771389,-1.443899,0.827538,-1.045824,1.130731,-0.976008,-0.559378,0.96431,-1
1.429653,0.064133,-2.872209,1.436746,0.771904,2.936338,-0.411328,0.135739,-0.401282,0.300557,-0.507872,-1.863155,1.505142,1.532246,0.187825,1
-9.753237,0.049713,-1.474653,2.070519,-1.737042,1.966161,0.443771,-2.459288,1.463939,3.272196,0.850414,-0.699314,-0.010039,0.243453,1.554317,-1
-9.279077,-6.539925,-4.193776,-3.376445,2.564727,1.504658,2.297921,-0.490511,-2.417009,-0.794258,-0.555307,2.028955,0.865938,0.095556,-1.193384,-1
9.330801,0.447733,5.406823,3.155415,3.389516,4.962625,-3.043792,0.762589,0.688937,0.985017,-0.142277,1.55179,1.421744,-1.855355,0.391123,1
-12.737568,1.526401,3.300818,0.94153,0.705554,-6.591699,0.865985,2.752511,3.831062,1.878074,0.431448,-2.104618,0.807651,-1.845646,0.886403,-1
3.652622,0.309399,-1.599389,1.799758,-2.585772,-2.881235,-2.672292,1.080386,2.473583,1.503065,1.747301,-0.405806,-0.484681,1.78301,-0.643156,-1
-11.164005,-1.006481,-5.234983,-1.34733,3.743364,-1.183866,-2.588501,1.555861,-2.12007,-0.986461,-2.318315,-0.479381,-1.811622,-0.187968,1.011103,-1
-4.472751,1.018613,0.781033,-2.916873,-1.952143,-1.748908,0.065345,0.343316,-0.701551,0.68457,0.092868,-0.397145,1.475389,0.367633,-1.292607,1
4.755949,-2.189045,8.394209,1.096597,1.953738,0.270458,1.862995,3.125014,-1.536017,1.202056,-1.569481,-0.340104,1.650964,-1.893772,0.644492,1
-8.765555,-2.762923,-1.488952,-4.714015,2.52998,-2.423733,4.023284,-0.182322,-0.747626,1.349807,0.284546,0.679034,-3.416687,1.438318,-2.309519,-1
-18.638068,-6.672324,-7.865719,1.298053,2.806689,-6.916907,-1.44251,5.367265,-0.366023,-1.67189,-0.086669,1.700163,5.365209,-0.013185,-1.042521,-1
8.548398,-3.789894,-7.036435,8.213711,-0.827057,-1.06172,-7.297734,2.667706,-3.074925,-3.783125,-0.026545,-1.947213,-1.631102,2.42793,-4.922032,1
-10.048586,3.86218,-0.95353,-1.840678,2.695565,-2.982771,-1.8214,0.317204,1.259633,1.030267,2.054032,0.976608,-1.568961,0.008616,-2.463789,-1
12.559718,-1.408803,0.794204,-0.728511,0.518335,0.068656,1.507951,4.714066,0.055426,5.796927,2.454429,-0.228839,1.856764,1.889293,0.166097,1
1.761509,4.932238,-1.721522,1.297707,-1.229208,-1.088869,1.084136,-1.592348,-1.597156,-1.103707,-0.646305,-0.987069,-1.364881,-0.295087,1.835272,-1
-8.763904,2.686205,-0.392281,2.884203,-0.691545,-2.454519,0.063812,1.695898,2.457032,-0.265312,1.682854,-1.38794,-0.27379,0.108844,-0.399704,-1
-4.176563,0.328515,-0.63248,2.588837,4.182408,0.910384,-1.683251,-2.443439,-1.232203,-1.860222,3.675022,-3.234694,-0.185764,-1.645291,-0.466968,1
13.821614,3.399135,1.79733,0.745345,1.792048,-3.131879,-1.645772,0.30753,-0.803303,0.703071,-1.30642,-0.837846,1.945998,0.585935,-0.209488,1
1.947228,5.678876,1.605521,3.632623,0.587804,0.681071,-2.362737,-0.708943,0.137913,-1.550461,0.24312,-1.075756,-1.032089,-0.512286,0.73917,1
-4.685093,-0.686248,3.952858,-4.851245,-3.259911,-3.558521,-0.924178,0.215213,-0.007249,-0.70564,0.110444,1.181753,0.610412,0.397746,-0.302374,-1
4.155675,-3.956621,3.176063,0.087095,2.984559,1.752923,-6.357698,0.371139,-2.001791,1.046286,-1.70378,-0.031743,-0.547398,-1.755498,-1.01981,1
2.438249,0.03935,-2.166053,-1.937715,-1.75043,1.706885,-0.147447,2.047626,-0.313253,1.628255,1.235862,0.832749,2.020621,0.032703,0.400825,-1
-1.970716,3.975144,-1.760044,0.502479,-2.586405,0.297224,1.086118,-1.986402,-0.166406,-0.440139,-0.064502,-0.057255,-0.172704,1.857182,1.707284,-1
-4.511314,-0.451528,-1.755209,-3.526912,0.511163,2.832645,1.543734,-1.744808,-1.148217,0.477221,-0.619532,-0.281954,0.61187,-0.951412,-1.108161,1
0.414615,-1.29213,-2.343051,0.227975,-0.124581,-0.389394,1.297963,0.589256,2.351592,0.418924,-0.867238,-2.492629,0.064358,-2.070715,-0.362659,1
2.158619,-5.965205,2.369083,-1.686767,0.005064,-0.808948,-3.232191,-1.791457,-0.337101,-1.672074,4.654451,-3.967034,0.787662,1.064833,2.674849,1
-7.166277,-2.611158,-2.823466,-1.963954,-0.412711,0.882959,0.265431,-0.755227,3.693345,-0.316671,0.177532,-0.529248,1.532393,-0.040814,2.84304,-1
-9.322584,-1.550323,3.127471,-3.483816,-4.552445,-0.26315,0.047641,-0.581251,-2.694732,-1.409292,0.04811,0.362651,0.842443,1.431818,0.008111,-1
-11.307461,-1.204243,2.937108,-5.023456,-3.0663,-0.526571,1.869291,-0.609483,1.934136,1.114239,-0.38528,1.413168,-1.796504,-0.480139,0.290866,-1
-11.1266,2.560052,-0.023894,3.462021,3.190847,0.212076,-0.4213,0.45446,-0.638395,2.874185,-0.818728,1.316198,-2.457055,0.399894,-0.011399,-1
7.50063,-0.80393,3.683728,1.200917,0.771984,-0.752258,0.753508,0.553268,-0.720754,2.212056,-0.954553,0.582872,-3.185974,1.682881,-1.440795,1
8.175998,3.902856,-1.599216,-4.107631,5.609117,-1.262178,-0.652296,1.095158,-2.414167,0.953591,1.502869,2.453888,-0.565606,-0.945092,1.809006,-1
-11.67222,-4.672688,-3.337995,-3.096581,1.934409,-1.026958,-3.49533,-0.617422,4.395437,-2.02094,1.131866,-4.741175,-3.947622,-2.905568,1.122101,-1
0.963175,-3.581626,0.844457,-3.685608,0.525826,-0.08075,1.354084,1.970898,1.490341,2.084515,-0.86348,1.363124,-2.040951,2.350564,1.852593,1
-5.795635,3.179284,-0.219351,1.742631,-5.037543,0.37067,-1.642567,1.14066,-0.462817,-0.446375,-0.262745,-0.551421,0.665164,0.516474,0.640523,1
-1.318534,2.69383,-0.129596,1.724053,0.771165,-4.307281,1.589332,0.351177,-0.650445,0.746246,-2.605181,0.622387,0.13905,1.036788,-0.596192,1
-5.544303,-1.007076,-1.045279,0.266393,3.029452,-0.350586,-3.778758,-0.879422,-0.403891,1.361235,-0.339475,0.56252,-1.215899,-1.818676,0.437814,-1
-3.637749,-1.7002,-2.984713,1.363769,3.353579,3.048333,5.041003,1.366403,2.022958,-3.342598,-0.119913,2.446915,1.20757,0.856628,-2.287889,1
-7.923739,-2.190611,1.445588,0.512799,-0.852347,2.23648,1.100115,-0.943428,0.743654,-0.143483,-2.196826,0.690744,0.152649,-4.08366,0.782699,1
0.52319,-2.612329,4.363831,2.579783,-0.48798,-0.143005,1.390121,1.324069,-0.552132,-0.400877,0.181879,-1.038613,-0.37691,0.154183,-0.995827,1
6.311733,-3.011536,-0.789975,-3.54033,-1.120465,-0.101671,0.513618,2.96124,-1.101958,0.685825,-0.20138,1.388714,-1.369105,-0.576459,1.888938,-1
-12.902534,3.014752,0.554991,2.82264,-4.473733,3.136995,-0.800067,3.674854,-2.021341,-0.822653,1.578508,0.030912,2.153462,-0.8135,-0.947723,-1
-9.354142,-1.140518,0.958772,-2.502454,-3.216486,1.725114,-1.766263,1.561098,-1.482566,-0.45087,2.499595,0.494397,-0.898569,0.127414,1.341548,-1
10.965592,2.724215,-1.00785,-1.993601,-1.122429,1.710301,-0.040774,0.907887,-0.356484,-0.613863,-1.418963,-0.726283,0.168416,1.914788,-0.886356,1
-4.192635,0.870376,1.569448,0.823461,0.038156,-0.605263,0.659988,1.290398,1.785647,0.462065,1.119458,0.905972,0.602084,-0.931472,0.67589,-1
12.805212,-2.919562,-3.398319,1.748787,-1.441637,-2.127855,-5.312599,-1.190375,3.492683,-7.545084,-2.233209,2.236847,-1.836757,-2.654438,-1.303792,1
3.208989,-3.028119,3.282007,1.5325,-3.767776,-0.219667,0.087834,1.56007,-1.95524,-2.823661,-0.513566,2.393169,-0.2861,-2.773581,1.658461,1
-4.451936,0.967513,1.003876,-3.500125,4.968968,1.166155,-3.867025,1.221413,0.263648,-2.616341,-0.903671,1.80527,1.593584,1.341084,2.318948,-1
4.719313,1.520591,2.347486,-2.288439,-0.733621,1.743758,-1.198492,0.424269,-0.88805,0.23424,3.470238,0.200956,-0.049487,-1.083069,-2.031027,1
3.915192,-0.928552,0.506136,-2.428471,-0.797245,-2.768601,-2.22648,-2.433551,0.134518,1.423657,1.312812,-0.153737,-0.278839,-0.841638,-0.448338,1
5.722073,4.035857,-2.323202,0.126329,-0.389906,0.536183,-0.005825,-1.456673,0.137172,-1.063841,-2.176052,2.938749,2.188133,-0.577643,-0.66172,1
